,Date,Open,High,Low,Close,Volume,Adj Close
100,2016-12-09,2249.72998,2259.800049,2249.22998,2259.530029,3884480000,2259.530029
101,2016-12-08,2241.1298829999996,2251.689941,2237.570068,2246.189941,4200580000,2246.189941
102,2016-12-07,2210.719971,2241.6298829999996,2208.929932,2241.350098,4501820000,2241.350098
103,2016-12-06,2207.26001,2212.780029,2202.209961,2212.22998,3855320000,2212.22998
104,2016-12-05,2200.649902,2209.419922,2199.969971,2204.709961,3895230000,2204.709961
105,2016-12-02,2191.1201170000004,2197.949951,2188.3701170000004,2191.949951,3779500000,2191.949951
106,2016-12-01,2200.169922,2202.600098,2187.439941,2191.080078,5063740000,2191.080078
107,2016-11-30,2204.969971,2214.100098,2198.810059,2198.810059,5533980000,2198.810059
108,2016-11-29,2200.76001,2210.459961,2198.149902,2204.659912,3706560000,2204.659912
109,2016-11-28,2210.209961,2211.139893,2200.360107,2201.719971,3505650000,2201.719971
110,2016-11-25,2206.27002,2213.350098,2206.27002,2213.350098,1584600000,2213.350098
111,2016-11-23,2198.550049,2204.719971,2194.51001,2204.719971,3418640000,2204.719971
112,2016-11-22,2201.560059,2204.800049,2194.51001,2202.939941,3957940000,2202.939941
113,2016-11-21,2186.429932,2198.699951,2186.429932,2198.179932,3607010000,2198.179932
114,2016-11-18,2186.850098,2189.889893,2180.3798829999996,2181.899902,3572400000,2181.899902
115,2016-11-17,2178.610107,2188.060059,2176.649902,2187.1201170000004,3809160000,2187.1201170000004
116,2016-11-16,2177.530029,2179.219971,2172.199951,2176.939941,3830590000,2176.939941
117,2016-11-15,2168.290039,2180.840088,2166.3798829999996,2180.389893,4543860000,2180.389893
118,2016-11-14,2165.639893,2171.360107,2156.080078,2164.199951,5367200000,2164.199951
119,2016-11-11,2162.709961,2165.919922,2152.48999,2164.449951,4988050000,2164.449951
120,2016-11-10,2167.48999,2182.300049,2151.169922,2167.47998,6451640000,2167.47998
121,2016-11-09,2131.560059,2170.100098,2125.350098,2163.26001,6264150000,2163.26001
122,2016-11-08,2129.919922,2146.8701170000004,2123.560059,2139.560059,3916930000,2139.560059
123,2016-11-07,2100.590088,2132.0,2100.590088,2131.52002,3736060000,2131.52002
124,2016-11-04,2083.790039,2099.070068,2083.790039,2085.179932,3837860000,2085.179932
125,2016-11-03,2098.800049,2102.560059,2085.22998,2088.659912,3886740000,2088.659912
126,2016-11-02,2109.429932,2111.76001,2094.0,2097.939941,4248580000,2097.939941
127,2016-11-01,2128.679932,2131.449951,2097.850098,2111.719971,4532160000,2111.719971
128,2016-10-31,2129.780029,2133.25,2125.530029,2126.149902,3922400000,2126.149902
129,2016-10-28,2132.22998,2140.719971,2119.360107,2126.409912,4019510000,2126.409912
130,2016-10-27,2144.060059,2147.1298829999996,2132.52002,2133.040039,4204830000,2133.040039
131,2016-10-26,2136.969971,2145.72998,2131.590088,2139.429932,3775200000,2139.429932
132,2016-10-25,2149.719971,2151.439941,2141.929932,2143.159912,3751340000,2143.159912
133,2016-10-24,2148.5,2154.790039,2146.909912,2151.330078,3357320000,2151.330078
134,2016-10-21,2139.429932,2142.6298829999996,2130.090088,2141.159912,3448850000,2141.159912
135,2016-10-20,2142.51001,2147.179932,2133.439941,2141.340088,3337170000,2141.340088
136,2016-10-19,2140.810059,2148.439941,2138.149902,2144.290039,3362670000,2144.290039
137,2016-10-18,2138.310059,2144.3798829999996,2135.48999,2139.600098,3170000000,2139.600098
138,2016-10-17,2132.949951,2135.610107,2124.429932,2126.5,2830390000,2126.5
139,2016-10-14,2139.679932,2149.189941,2132.97998,2132.97998,3228150000,2132.97998
140,2016-10-13,2130.26001,2138.189941,2114.719971,2132.550049,3580450000,2132.550049
141,2016-10-12,2137.669922,2145.360107,2132.77002,2139.179932,2977100000,2139.179932
142,2016-10-11,2161.350098,2161.560059,2128.840088,2136.72998,3438270000,2136.72998
143,2016-10-10,2160.389893,2169.600098,2160.389893,2163.659912,2916550000,2163.659912
144,2016-10-07,2164.189941,2165.860107,2144.850098,2153.73999,3619890000,2153.73999
145,2016-10-06,2158.219971,2162.929932,2150.280029,2160.77002,3461550000,2160.77002
146,2016-10-05,2155.149902,2163.949951,2155.149902,2159.72998,3906550000,2159.72998
147,2016-10-04,2163.3701170000004,2165.459961,2144.01001,2150.48999,3750890000,2150.48999
148,2016-10-03,2164.330078,2164.409912,2154.77002,2161.199951,3137550000,2161.199951
149,2016-09-30,2156.51001,2175.300049,2156.51001,2168.27002,4173340000,2168.27002
150,2016-09-29,2168.899902,2172.669922,2145.199951,2151.1298829999996,4249220000,2151.1298829999996
151,2016-09-28,2161.850098,2172.399902,2151.790039,2171.3701170000004,3891460000,2171.3701170000004
152,2016-09-27,2146.040039,2161.1298829999996,2141.550049,2159.929932,3437770000,2159.929932
153,2016-09-26,2158.540039,2158.540039,2145.040039,2146.100098,3216170000,2146.100098
154,2016-09-23,2173.290039,2173.75,2163.969971,2164.689941,3317190000,2164.689941
155,2016-09-22,2170.939941,2179.98999,2170.939941,2177.179932,3552830000,2177.179932
156,2016-09-21,2144.580078,2165.110107,2139.570068,2163.1201170000004,3712090000,2163.1201170000004
157,2016-09-20,2145.939941,2150.800049,2139.169922,2139.76001,3140730000,2139.76001
158,2016-09-19,2143.98999,2153.610107,2135.909912,2139.1201170000004,3163000000,2139.1201170000004
159,2016-09-16,2146.47998,2146.47998,2131.199951,2139.159912,5014360000,2139.159912
160,2016-09-15,2125.360107,2151.310059,2122.360107,2147.26001,3373720000,2147.26001
161,2016-09-14,2127.860107,2141.330078,2119.899902,2125.77002,3664100000,2125.77002
162,2016-09-13,2150.469971,2150.469971,2120.27002,2127.02002,4141670000,2127.02002
163,2016-09-12,2120.860107,2163.300049,2119.1201170000004,2159.040039,4010480000,2159.040039
164,2016-09-09,2169.080078,2169.080078,2127.810059,2127.810059,4233960000,2127.810059
165,2016-09-08,2182.76001,2184.939941,2177.48999,2181.300049,3727840000,2181.300049
166,2016-09-07,2185.169922,2187.8701170000004,2179.070068,2186.159912,3319420000,2186.159912
167,2016-09-06,2181.610107,2186.570068,2175.100098,2186.47998,3447650000,2186.47998
168,2016-09-02,2177.48999,2184.8701170000004,2173.590088,2179.97998,3091120000,2179.97998
169,2016-09-01,2171.330078,2173.560059,2157.090088,2170.860107,3392120000,2170.860107
170,2016-08-31,2173.560059,2173.790039,2161.350098,2170.949951,3766390000,2170.949951
171,2016-08-30,2179.449951,2182.27002,2170.409912,2176.1201170000004,3006800000,2176.1201170000004
172,2016-08-29,2170.189941,2183.47998,2170.189941,2180.3798829999996,2654780000,2180.3798829999996
173,2016-08-26,2175.100098,2187.939941,2160.389893,2169.040039,3342340000,2169.040039
174,2016-08-25,2173.290039,2179.0,2169.73999,2172.469971,2969310000,2172.469971
175,2016-08-24,2185.090088,2186.659912,2171.25,2175.439941,3148280000,2175.439941
176,2016-08-23,2187.810059,2193.419922,2186.800049,2186.899902,3041490000,2186.899902
177,2016-08-22,2181.580078,2185.149902,2175.959961,2182.639893,2777550000,2182.639893
178,2016-08-19,2184.23999,2185.0,2175.1298829999996,2183.8701170000004,3084800000,2183.8701170000004
179,2016-08-18,2181.899902,2187.030029,2180.459961,2187.02002,3300570000,2187.02002
180,2016-08-17,2177.840088,2183.080078,2168.5,2182.219971,3388910000,2182.219971
181,2016-08-16,2186.23999,2186.23999,2178.139893,2178.149902,3196400000,2178.149902
182,2016-08-15,2186.080078,2193.810059,2186.080078,2190.149902,3078530000,2190.149902
183,2016-08-12,2183.73999,2186.280029,2179.419922,2184.050049,3000660000,2184.050049
184,2016-08-11,2177.969971,2188.449951,2177.969971,2185.790039,3423160000,2185.790039
185,2016-08-10,2182.810059,2183.409912,2172.0,2175.48999,3254950000,2175.48999
186,2016-08-09,2182.23999,2187.659912,2178.610107,2181.73999,3334300000,2181.73999
187,2016-08-08,2183.76001,2185.439941,2177.850098,2180.889893,3327550000,2180.889893
188,2016-08-05,2168.790039,2182.8701170000004,2168.790039,2182.8701170000004,3663070000,2182.8701170000004
189,2016-08-04,2163.51001,2168.189941,2159.070068,2164.25,3709200000,2164.25
190,2016-08-03,2156.810059,2163.790039,2152.560059,2163.790039,3786530000,2163.790039
191,2016-08-02,2169.939941,2170.199951,2147.580078,2157.030029,3848750000,2157.030029
192,2016-08-01,2173.149902,2178.290039,2166.209961,2170.840088,3505990000,2170.840088
193,2016-07-29,2168.830078,2177.090088,2163.48999,2173.600098,4038840000,2173.600098
194,2016-07-28,2166.050049,2172.850098,2159.73999,2170.060059,3664240000,2170.060059
195,2016-07-27,2169.810059,2174.97998,2159.070068,2166.580078,3995500000,2166.580078
196,2016-07-26,2168.969971,2173.540039,2160.179932,2169.179932,3442350000,2169.179932
197,2016-07-25,2173.709961,2173.709961,2161.949951,2168.47998,3057240000,2168.47998
198,2016-07-22,2166.469971,2175.110107,2163.23999,2175.030029,3023280000,2175.030029
199,2016-07-21,2172.909912,2174.560059,2159.75,2165.169922,3438900000,2165.169922
200,2016-07-20,2166.100098,2175.6298829999996,2164.889893,2173.02002,3211860000,2173.02002
201,2016-07-19,2163.790039,2164.6298829999996,2159.01001,2163.780029,2968340000,2163.780029
202,2016-07-18,2162.040039,2168.350098,2159.6298829999996,2166.889893,3009310000,2166.889893
203,2016-07-15,2165.1298829999996,2169.050049,2155.790039,2161.73999,3122600000,2161.73999
204,2016-07-14,2157.8798829999996,2168.98999,2157.8798829999996,2163.75,3465610000,2163.75
205,2016-07-13,2153.810059,2156.449951,2146.209961,2152.429932,3502320000,2152.429932
206,2016-07-12,2139.5,2155.399902,2139.5,2152.139893,4097820000,2152.139893
207,2016-07-11,2131.719971,2143.159912,2131.719971,2137.159912,3253340000,2137.159912
208,2016-07-08,2106.969971,2131.709961,2106.969971,2129.899902,3607500000,2129.899902
209,2016-07-07,2100.419922,2109.080078,2089.389893,2097.899902,3604550000,2097.899902
210,2016-07-06,2084.429932,2100.719971,2074.02002,2099.72998,3909380000,2099.72998
211,2016-07-05,2095.050049,2095.050049,2080.860107,2088.550049,3658380000,2088.550049
212,2016-07-01,2099.340088,2108.709961,2097.899902,2102.949951,3458890000,2102.949951
213,2016-06-30,2073.169922,2098.939941,2070.0,2098.860107,4622820000,2098.860107
214,2016-06-29,2042.689941,2073.1298829999996,2042.689941,2070.77002,4241740000,2070.77002
215,2016-06-28,2006.6700440000002,2036.089966,2006.6700440000002,2036.089966,4385810000,2036.089966
216,2016-06-27,2031.449951,2031.449951,1991.680054,2000.540039,5431220000,2000.540039
217,2016-06-24,2103.810059,2103.810059,2032.569946,2037.410034,7597449600,2037.410034
218,2016-06-23,2092.800049,2113.320068,2092.800049,2113.320068,3297940000,2113.320068
219,2016-06-22,2089.75,2099.709961,2084.360107,2085.449951,3168160000,2085.449951
220,2016-06-21,2085.189941,2093.659912,2083.02002,2088.899902,3232880000,2088.899902
221,2016-06-20,2075.580078,2100.659912,2075.580078,2083.25,3467440000,2083.25
222,2016-06-17,2078.199951,2078.199951,2062.840088,2071.219971,4952630000,2071.219971
223,2016-06-16,2066.360107,2079.6201170000004,2050.3701170000004,2077.98999,3628280000,2077.98999
224,2016-06-15,2077.600098,2085.649902,2069.800049,2071.5,3544720000,2071.5
225,2016-06-14,2076.649902,2081.300049,2064.100098,2075.320068,3759770000,2075.320068
226,2016-06-13,2091.75,2098.1201170000004,2078.459961,2079.060059,3392030000,2079.060059
227,2016-06-10,2109.570068,2109.570068,2089.959961,2096.070068,3515010000,2096.070068
228,2016-06-09,2115.649902,2117.639893,2107.72998,2115.47998,3290320000,2115.47998
229,2016-06-08,2112.709961,2120.550049,2112.709961,2119.1201170000004,3562060000,2119.1201170000004
230,2016-06-07,2110.179932,2119.219971,2110.179932,2112.1298829999996,3534730000,2112.1298829999996
231,2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,3442020000,2109.409912
232,2016-06-03,2104.070068,2104.070068,2085.360107,2099.1298829999996,3627780000,2099.1298829999996
233,2016-06-02,2097.709961,2105.26001,2088.590088,2105.26001,3632720000,2105.26001
234,2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,3525170000,2099.330078
235,2016-05-31,2100.1298829999996,2103.47998,2088.659912,2096.949951,4514410000,2096.949951
236,2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,3079150000,2099.060059
237,2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,3230990000,2090.100098
238,2016-05-25,2078.929932,2094.72998,2078.929932,2090.540039,3859160000,2090.540039
239,2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,3627340000,2076.060059
240,2016-05-23,2052.22998,2055.580078,2047.2600100000002,2048.040039,3055480000,2048.040039
241,2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,3507650000,2052.320068
242,2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,3846770000,2040.040039
243,2016-05-18,2044.380005,2060.610107,2034.4899899999998,2047.630005,4101320000,2047.630005
244,2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,4108960000,2047.209961
245,2016-05-16,2046.530029,2071.8798829999996,2046.530029,2066.659912,3501360000,2066.659912
246,2016-05-13,2062.5,2066.790039,2043.130005,2046.609985,3579880000,2046.609985
247,2016-05-12,2067.169922,2073.98999,2053.1298829999996,2064.110107,3782390000,2064.110107
248,2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,3821980000,2064.459961
249,2016-05-10,2062.6298829999996,2084.8701170000004,2062.6298829999996,2084.389893,3600200000,2084.389893
250,2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,3788620000,2058.689941
251,2016-05-06,2047.77002,2057.719971,2039.449951,2057.139893,3796350000,2057.139893
252,2016-05-05,2052.949951,2060.22998,2045.77002,2050.6298829999996,4008530000,2050.6298829999996
253,2016-05-04,2060.300049,2060.300049,2045.550049,2051.1201170000004,4058560000,2051.1201170000004
254,2016-05-03,2077.179932,2077.179932,2054.889893,2063.3701170000004,4173390000,2063.3701170000004
255,2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,3841110000,2081.429932
256,2016-04-29,2071.820068,2073.850098,2052.280029,2065.300049,4704720000,2065.300049
257,2016-04-28,2090.929932,2099.300049,2071.6201170000004,2075.810059,4309840000,2075.810059
258,2016-04-27,2092.330078,2099.889893,2082.310059,2095.149902,4100110000,2095.149902
259,2016-04-26,2089.840088,2096.8701170000004,2085.800049,2091.699951,3557190000,2091.699951
260,2016-04-25,2089.3701170000004,2089.3701170000004,2077.52002,2087.790039,3319740000,2087.790039
261,2016-04-22,2091.48999,2094.320068,2081.199951,2091.580078,3790580000,2091.580078
262,2016-04-21,2102.090088,2103.780029,2088.52002,2091.47998,4175290000,2091.47998
263,2016-04-20,2101.52002,2111.050049,2096.320068,2102.399902,4184880000,2102.399902
264,2016-04-19,2096.050049,2104.050049,2091.679932,2100.800049,3896830000,2100.800049
265,2016-04-18,2078.830078,2094.659912,2073.649902,2094.340088,3316880000,2094.340088
266,2016-04-15,2083.100098,2083.219971,2076.310059,2080.72998,3701450000,2080.72998
267,2016-04-14,2082.889893,2087.840088,2078.1298829999996,2082.780029,3765870000,2082.780029
268,2016-04-13,2065.919922,2083.179932,2065.919922,2082.419922,4191830000,2082.419922
269,2016-04-12,2043.719971,2065.050049,2039.7399899999998,2061.719971,4239740000,2061.719971
270,2016-04-11,2050.22998,2062.929932,2041.880005,2041.9899899999998,3567840000,2041.9899899999998
271,2016-04-08,2045.540039,2060.6298829999996,2041.689941,2047.5999760000002,3359530000,2047.5999760000002
272,2016-04-07,2063.01001,2063.01001,2033.800049,2041.910034,3801250000,2041.910034
273,2016-04-06,2045.560059,2067.330078,2043.089966,2066.659912,3750800000,2066.659912
274,2016-04-05,2062.5,2062.5,2042.560059,2045.1700440000002,4154920000,2045.1700440000002
275,2016-04-04,2073.189941,2074.02002,2062.570068,2066.1298829999996,3485710000,2066.1298829999996
276,2016-04-01,2056.6201170000004,2075.070068,2043.97998,2072.780029,3749990000,2072.780029
277,2016-03-31,2063.77002,2067.919922,2057.459961,2059.73999,3715280000,2059.73999
278,2016-03-30,2058.27002,2072.209961,2058.27002,2063.949951,3590310000,2063.949951
279,2016-03-29,2035.75,2055.909912,2028.310059,2055.01001,3822330000,2055.01001
280,2016-03-28,2037.890015,2042.6700440000002,2031.959961,2037.050049,2809090000,2037.050049
281,2016-03-24,2032.47998,2036.040039,2022.4899899999998,2035.939941,3407720000,2035.939941
282,2016-03-23,2048.550049,2048.550049,2034.859985,2036.709961,3639510000,2036.709961
283,2016-03-22,2048.639893,2056.600098,2040.569946,2049.800049,3418460000,2049.800049
284,2016-03-21,2047.880005,2053.909912,2043.140015,2051.600098,3376600000,2051.600098
285,2016-03-18,2041.160034,2052.360107,2041.160034,2049.580078,6503140000,2049.580078
286,2016-03-17,2026.9000239999998,2046.2399899999998,2022.160034,2040.589966,4530480000,2040.589966
287,2016-03-16,2014.2399899999998,2032.02002,2010.040039,2027.219971,4057020000,2027.219971
288,2016-03-15,2015.27002,2015.939941,2005.22998,2015.930054,3560280000,2015.930054
289,2016-03-14,2019.27002,2024.569946,2012.050049,2019.640015,3487850000,2019.640015
290,2016-03-11,1994.709961,2022.369995,1994.709961,2022.189941,4078620000,2022.189941
291,2016-03-10,1990.969971,2005.0799559999998,1969.25,1989.569946,4376790000,1989.569946
292,2016-03-09,1981.439941,1992.689941,1979.839966,1989.2600100000002,4038120000,1989.2600100000002
293,2016-03-08,1996.880005,1996.880005,1977.430054,1979.2600100000002,4641650000,1979.2600100000002
294,2016-03-07,1996.109985,2006.119995,1989.380005,2001.7600100000002,4968180000,2001.7600100000002
295,2016-03-04,1994.0100100000002,2009.130005,1986.77002,1999.9899899999998,6049930000,1999.9899899999998
296,2016-03-03,1985.5999760000002,1993.689941,1977.369995,1993.4000239999998,5081700000,1993.4000239999998
297,2016-03-02,1976.5999760000002,1986.5100100000002,1968.800049,1986.449951,4666610000,1986.449951
298,2016-03-01,1937.089966,1978.3499760000002,1937.089966,1978.3499760000002,4819750000,1978.3499760000002
299,2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,4588180000,1932.22998
300,2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,4348510000,1948.050049
301,2016-02-25,1931.869995,1951.8299559999998,1925.410034,1951.699951,4118210000,1951.699951
302,2016-02-24,1917.560059,1932.0799559999998,1891.0,1929.800049,4317250000,1929.800049
303,2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,3890650000,1921.27002
304,2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,4054710000,1945.5
305,2016-02-19,1916.7399899999998,1918.780029,1902.1700440000002,1917.780029,4142850000,1917.780029
306,2016-02-18,1927.569946,1930.0,1915.089966,1917.8299559999998,4436490000,1917.8299559999998
